prompt_id,role,category,skill,difficulty,question_type,source_type,question,prompt,chosen_source,chosen_temperature,chosen_reward,chosen,rejected_temperature,rejected_reward,rejected,judge_margin,viable_candidate_count,judge_model,selection_policy
ALG_019,算法工程师,深度学习,CNN,中级,基础概念,self_instruct,请详细解释卷积神经网络中感受野（Receptive Field）的概念。如何计算堆叠多个小卷积核（如3x3）与使用单个大卷积核（如7x7）的感受野差异？这种设计选择带来哪些好处？,"[{'role': 'user', 'content': '请详细解释卷积神经网络中感受野（Receptive Field）的概念。如何计算堆叠多个小卷积核（如3x3）与使用单个大卷积核（如7x7）的感受野差异？这种设计选择带来哪些好处？'}]",sft_reference,,16.125,感受野表示某一层的一个特征点，能够看到原始图像中多大的区域。连续堆叠三个三乘三卷积，理论感受野可以达到七乘七，和一个七乘七卷积接近。相比直接使用大卷积核，多个小卷积核参数更少、计算量更低，而且中间可以加入多次激活函数，表达能力更强。这也是很多经典网络更喜欢堆叠小卷积核的原因。,0.9,8.6875,"Receptive Field指的是卷积核在输入图上实际作用到的区域大小，也就是输出位置相对输入位置的距离。具体来说，如果一个3x3的卷积核放在输入图上，它会覆盖原图的14×14像素，这就是它的感受野。

堆叠多个3x3小核和用一个7x7的大核相比，感受野会更大。因为每个小核都独立滑动，它们之间会有重叠部分，相当于把多个子感受野合并成了一个更大的全局视野。好处在于能捕捉局部细节和全局结构，适合做图像分类、目标检测等任务，模型也更健壮。

单个7x7大核则只处理一次整体视图，感受野较小，但计算量也低很多，适合作为预训练层或对性能敏感的场景。

总结就是：小核靠重叠扩展视野，大核靠单次视图节省计算，实际工程里一般先用小核探索，再换大核优化精度。",7.4375,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_020,算法工程师,机器学习,降维,中级,基础概念,self_instruct,请详细解释主成分分析（PCA）的数学原理，包括目标函数、求解过程以及如何确定保留的主成分数量。与t-SNE相比，PCA有哪些局限性？,"[{'role': 'user', 'content': '请详细解释主成分分析（PCA）的数学原理，包括目标函数、求解过程以及如何确定保留的主成分数量。与t-SNE相比，PCA有哪些局限性？'}]",sft_reference,,11.0,PCA的目标是把数据投影到几个新的方向上，并让投影后的信息损失尽可能小。具体来说，它会寻找数据变化最大的方向作为第一主成分，再寻找与前面方向正交、变化次大的方向。通常根据累计解释方差决定保留多少维，也会结合下游任务效果验证。PCA是线性和全局方法，速度快、结果稳定，但对复杂非线性结构表达有限；t-SNE更擅长把局部相似样本放在一起，适合可视化，但全局距离不一定可信，也不适合直接处理新样本。,0.7,10.4375,"主成分分析的核心是找数据在多维空间里的“平均方向”。具体来说，它要最大化所有数据点到其投影后在第一主成分上的距离，同时保证投影后的数据分布尽可能分散。这个目标可以用方差来量化，因为高方差意味着信息更多。

求解上，PCA先算协方差矩阵，再取协方差矩阵的特征向量作为主成分，特征值表示每个主成分的信息量。如果协方差矩阵是对称的，就可以直接用特征分解或奇异值分解求解，复杂度是O(n^3)，但实践中通常用SVD更稳定。

决定保留多少个主成分时，我会看累计贡献率：画一条横轴从0开始往上走，每加一个主成分就标记一下累计方差占总方差的比例。一般等累计比例超过95%就算够了，因为后面那个主成分贡献太小，反而会引入噪声。

跟t-SNE比，PCA是监督学习，因为它能建模数据的正交方向；t-SNE是无监督，它靠嵌入后样本之间的距离来聚类。所以PCA更适合降维和去相关化，t-SNE适合可视化，比如把高维数据映射成低维图像，让视觉上容易区分不同簇。",0.5625,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_021,算法工程师,自然语言处理,Transformer,高级,基础概念,self_instruct,请深入分析Transformer模型中Self-Attention机制的计算过程，包括Scaled Dot-Product Attention的公式推导、多头注意力（Multi-Head Attention）的设计动机，以及为什么需要对Attention得分进行scaling（除以sqrt(d_k)）。,"[{'role': 'user', 'content': '请深入分析Transformer模型中Self-Attention机制的计算过程，包括Scaled Dot-Product Attention的公式推导、多头注意力（Multi-Head Attention）的设计动机，以及为什么需要对Attention得分进行scaling（除以sqrt(d_k)）。'}]",sft_reference,,11.375,Self-Attention会把每个位置转换成查询、键和值三类表示，然后计算当前词与其他词的相关程度，再根据相关性对其他位置的信息做加权汇总。得分需要除以键向量维度的平方根，是因为维度越大，点积数值越容易变得过大，Softmax会过度饱和，导致梯度变小。多头注意力相当于让模型从多个不同的表示空间观察文本，不同头可以关注语法、指代、位置或语义关系，最后把各个头的信息合并。,1.1,4.3125,"深度学习中的注意力机制是从语言模型里直接移植过来的。它的核心思想就是让每个单词关注自己的上下文内容，这样就能把输入里的长距离关联捕捉住。
Self-Attention最简单的算式就是`Q@K^T + V`，先算查询和键向量的内积，再把权重加到值向量上。但是光靠这个没用，因为原始内积可能很大或很小，导致后续计算很不稳定。所以得做归一化：把每条q,k向量分别除以sqrt(d_k)，然后乘一个可学习的scale factor。

softmax能解决非负和缩放问题，但代价是梯度梯度上升很慢，在训练早期很容易陷入鞍点。所以用Gumbel噪声来代替它，实现概率分布下降，比softmax快得多。

如果每个位置都单独做注意力，计算复杂度就是O(n²)。为了效率，拆成多个头部，每个头部输出维度固定，再利用分组广播将n个query和n个key融合成同一个尺寸的矩阵。每个头部有独立参数，训练时可以通过特征图可视化来看哪些头主要负责处理特定上下文。

Scaling除了加速梯度之外，还能避免梯度爆炸，因为在某些工程里可能涉及非线性层，而Nonlinearity可以看作是可逆映射，其输出范围通常不大于±2阶数，所以如果初始值范围更大，就会有符号剪切问题。",7.0625,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_023,算法工程师,机器学习,优化算法,中级,基础概念,self_instruct,请比较SGD、Momentum、Adam三种优化算法的核心思想和更新公式，分析各自的优势和劣势，并说明Adam中偏差校正（Bias Correction）的作用。,"[{'role': 'user', 'content': '请比较SGD、Momentum、Adam三种优化算法的核心思想和更新公式，分析各自的优势和劣势，并说明Adam中偏差校正（Bias Correction）的作用。'}]",sft_reference,,13.625,SGD每次直接按照当前梯度更新参数，逻辑简单、泛化表现通常不错，但收敛速度慢，遇到狭长损失区域容易来回震荡。Momentum会累积过去一段时间的更新方向，让模型在稳定方向上加速，同时减少横向震荡。Adam同时参考梯度的平均方向和波动大小，为不同参数分配不同的更新步长，通常收敛更快、调参更容易。偏差校正主要是为了修正训练初期历史信息不足导致的估计偏小问题。,0.7,11.6875,SGD是最基本的梯度下降，每次只用当前样本的梯度做更新，没有动量效应，容易震荡；Momentum把上一次更新的方向作为动量项，加速收敛并减少震荡，但容易陷入局部最优；Adam结合了动量和指数加权，更稳定且不易过拟合。_bias_correction是让Adam在计算均值时除以一个较小的系数，避免初始化阶段均值估计偏大导致后期更新不稳定。,1.9375,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_024,算法工程师,深度学习,正则化,初级,基础概念,self_instruct,请详细解释Dropout的原理和工作机制。为什么Dropout可以被视为一种集成学习方法？在训练和推理阶段，Dropout的行为有何不同？,"[{'role': 'user', 'content': '请详细解释Dropout的原理和工作机制。为什么Dropout可以被视为一种集成学习方法？在训练和推理阶段，Dropout的行为有何不同？'}]",sft_reference,,15.3125,Dropout在训练过程中会随机关闭一部分神经元，迫使模型不能过度依赖某几个特征或固定路径，从而降低过拟合。每一次训练相当于使用了一个略有不同的子网络，所以它可以看成大量共享参数模型的近似集成。训练阶段会随机丢弃神经元并调整保留输出的比例，推理阶段则关闭Dropout，使用完整网络，这样最终输出会更加稳定。,0.3,10.125,"Dropout是一种随机失活神经元的正则化技术。在训练时，每个神经元有1-p的概率被永久关闭，相当于让该神经元不参与后续计算；同时保留p个活跃神经元，它们会正常输出并参与下一层的计算。这样就模拟了“集成”——多个模型共享同一层参数，但每层都有不同的活性子集，从而降低过拟合。

推理时，Dropout的行为与训练一致，因为此时网络是固定的，没有随机失活。如果训练时用的是负样本率（e.g., 0.5），那推理时也必须保持一致，否则结果会偏移。",5.1875,2,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_025,算法工程师,计算机视觉,目标检测,高级,原理与方法比较,self_instruct,请详细比较两阶段目标检测（Faster R-CNN系列）和一阶段目标检测（YOLO系列）的核心思想、各自优势与劣势，并分析YOLO的发展历程中关键改进点（v1到v8）。,"[{'role': 'user', 'content': '请详细比较两阶段目标检测（Faster R-CNN系列）和一阶段目标检测（YOLO系列）的核心思想、各自优势与劣势，并分析YOLO的发展历程中关键改进点（v1到v8）。'}]",sft_reference,,15.25,Faster R-CNN属于两阶段检测，先找候选区域，再对候选区域分类和定位，通常精度较高，对小目标也比较友好，但结构复杂、速度相对较慢。YOLO属于一阶段检测，直接一次完成目标分类和位置预测，速度快、部署简单，更适合实时场景。YOLO从早期的统一检测框架，逐步加入锚框、多尺度预测、更强骨干网络、丰富数据增强、解耦检测头和无锚框设计，后续版本越来越重视工程效率、训练稳定性和多任务支持。,0.5,7.59375,"两阶段模型先做候选区域生成，再对候选区域做分类和边界框回归。YOLO只有一层网络，直接输出类别和边界框坐标。YOLO v1用小卷积核和残差连接，显著提升了速度；v2引入了锚框并增加了残差连接，进一步提升精度；v3开始使用多尺度训练，解决了短边比例问题；v4加入残差连接和BN层，增强了稳定性；v5优化了残差结构，减少了计算量；v6增加了残差连接和BN层，进一步提升了速度和精度；v7在损失函数上做了调整，提高了定位准确性；v8通过融合特征图和锚框，提高了目标检测的鲁棒性。

 🐡",7.65625,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_026,算法工程师,计算机视觉,图像分类,中级,基础概念,self_instruct,请分析ResNet中残差连接（Skip Connection）的设计动机和原理，解释它如何解决深层网络的退化问题（Degradation Problem）。其核心数学表达式是什么？,"[{'role': 'user', 'content': '请分析ResNet中残差连接（Skip Connection）的设计动机和原理，解释它如何解决深层网络的退化问题（Degradation Problem）。其核心数学表达式是什么？'}]",sft_reference,,9.9375,普通网络加深后，理论上表达能力应该更强，但实际可能出现训练误差反而上升的退化问题。ResNet让网络不直接学习完整映射，而是学习输入和目标之间的差异，再把原始输入直接加到输出上。如果新增层没有学到有用内容，只需要让残差部分接近零，就能保留原来的效果。同时，跳跃连接给梯度提供了更直接的传播路径，缓解了深层网络难训练和梯度消失的问题。,0.7,9.375,"ResNet在深度学习里引入了残差连接，主要解决两个问题：一是梯度消失，在深层网络中浅层参数更新很小，导致后面参数根本学不动；二是特征空间漂移，浅层特征被压缩到一个较小的子空间，深层网络再往上层时会变得越来越窄。残差连接把浅层特征直接加到深层特征上，让梯度能从更深的层往更浅的层流动，同时让浅层特征的投影保持不变，避免深层网络对浅层特征的过度拟合。

数学表达上，残差连接就是F(x) = x + F_{layer}(x)，其中F_{layer}是浅层网络。它的核心作用是让浅层网络的输出和深层网络的输出之间有一个稳定的映射关系，这样即使浅层网络在高维特征空间里表现不好，深层网络也不会因为浅层的不准确而崩溃。本质就是让深层网络的学习路径不再依赖浅层的局部细节，而是通过残差通道把全局信息传递下去。",0.5625,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_028,算法工程师,推荐系统,CTR预估,高级,业务场景或案例题,self_instruct,请设计一个大规模CTR预估系统，从特征工程（如何处理海量稀疏ID特征和高维稠密特征）、模型选型（为何选择DeepFM/DCN等模型）、在线推理的延迟优化，到新模型上线的A/B测试方案，给出完整的技术方案。,"[{'role': 'user', 'content': '请设计一个大规模CTR预估系统，从特征工程（如何处理海量稀疏ID特征和高维稠密特征）、模型选型（为何选择DeepFM/DCN等模型）、在线推理的延迟优化，到新模型上线的A/B测试方案，给出完整的技术方案。'}]",sft_reference,,21.625,海量用户和商品ID这类稀疏特征，我会通过Embedding表示，并使用低频截断、哈希或分层存储控制规模；连续特征会处理缺失、异常和长尾分布，用户行为序列可以通过池化或注意力建模。模型方面可以选择DeepFM，同时学习低阶和高阶特征交互，也可以用DCN显式学习交叉关系。线上通过粗排减少候选、缓存Embedding、批量推理、模型量化和蒸馏降低延迟。新模型上线前先做线上线下一致性检查，再按用户随机进行A/B测试，重点观察点击、转化、收入和延迟。,0.9,20.0,"CTR预估系统的核心是预测用户点不点击某个广告。它由两部分组成——线上实时打分和离线训练验证。

先说特征工程：海量稀疏ID特征（比如商品、品类）我一般用FTRL或LSH做向量压缩，把它们降维成低频但区分度高的嵌入，避免维度爆炸。高维稠密特征（比如浏览历史、点击率）直接送进去就行。对于数值型特征，我会做MinMaxScaler归一化，防止太大太小影响学习。

模型选型上，DeepFM是一种很好用的组合——FNN负责表层特征的表达，FM负责交互项的二阶聚合，同时有高阶隐式表示，效果好且解释性强。DCN对连续特征做注意力加权，能捕捉非线性关系，如果你们数据里有明显跳变模式，建议试试它。

在线推理这块，DeepFM在TensorFlow Serving上可以压缩成ONNX或Keras轻量版，延迟控制在50ms以内。因为用户日志结构稳定，模型要离线保存，线上只算正则化损失，不全算。

A/B测试方案：先做特征筛选，挑出相关性最高的特征组；然后跑离线评估，对比不同模型在点击率上的提升；再线上灰度发布，监控收入变化和业务指标，确认稳定后全量。同时记录回退策略，防止模型掉链子。",1.625,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_029,算法工程师,机器学习,特征工程,初级,业务场景或案例题,self_instruct,给定一个包含数值型特征、类别型特征和缺失值的数据集，请描述你会如何进行特征工程预处理，并说明每种处理方法（如归一化、编码方式）的选择理由。,"[{'role': 'user', 'content': '给定一个包含数值型特征、类别型特征和缺失值的数据集，请描述你会如何进行特征工程预处理，并说明每种处理方法（如归一化、编码方式）的选择理由。'}]",sft_reference,,27.0,数值特征先检查异常值、分布和缺失情况，线性模型和神经网络通常需要标准化，长尾数据可以做对数变换，树模型一般不依赖归一化。低基数类别特征可以做One-Hot，高基数特征可以使用频次编码、目标编码或Embedding，但目标编码必须避免使用验证集信息。缺失值可以用中位数、众数或专门的缺失类别填充，同时增加缺失标记，因为缺失本身可能有业务含义。所有处理参数都只能在训练集上拟合。,0.3,20.875,"特征工程是数据科学里最能体现“人肉活儿”的环节，没有统一标准，但我会按三个层次来处理。

数值型特征先做标准化，因为不同量纲的指标在模型里算距离或梯度时会失真，比如收入和年龄都单位是元，但年龄可能只有10岁到80岁的范围，收入可能上百万，直接用欧几里得距离去衡量它们的相似性是不合理的。标准化后每个特征的均值为0、方差为1，这样模型训练时损失函数才不会被某个维度主导。

类别型特征我一般用One-Hot编码，除非是高维交叉验证，否则别动PCA，因为One-Hot虽然简单，但能把多个类别压缩成二进制向量，适合线性模型或早期迭代阶段。如果类别太多导致矩阵爆炸，再考虑Embedding或者Label Embedding，但那是更高级的技巧了。

缺失值我分情况：如果是连续型，比如用户注册时间有空缺，我会填中位数或众数，因为它们通常代表正常分布；如果是离散型，比如性别字段有缺失，那就保留原状态，因为缺失本身可能是信息，不能硬删。最后我会记录缺失比例和原因，方便后续分析。

本质上就是让模型看到的特征分布更像正态、类别更干净、缺失更可解释，而不是让模型自己去猜。",6.125,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_030,算法工程师,机器学习,模型评估,初级,基础概念,self_instruct,请解释ROC曲线和AUC的概念与计算方式。在不平衡分类问题中，为什么AUC比准确率（Accuracy）更适合作为评估指标？AUC有哪些局限性？,"[{'role': 'user', 'content': '请解释ROC曲线和AUC的概念与计算方式。在不平衡分类问题中，为什么AUC比准确率（Accuracy）更适合作为评估指标？AUC有哪些局限性？'}]",sft_reference,,19.0,ROC曲线展示模型在不同分类阈值下，识别正样本能力和误报比例之间的关系，AUC表示模型整体区分正负样本的排序能力。类别不平衡时，全部预测成多数类也可能得到很高准确率，而AUC不会直接被类别比例误导，因此通常更有参考价值。但AUC只关注排序，不反映预测概率是否准确，也不能直接说明某个业务阈值下的效果；在极度不平衡场景中还可能显得过于乐观，所以需要结合PR-AUC、Precision、Recall和业务成本一起看。,0.3,17.625,"ROC曲线是把模型预测的概率排序后，画出真阳性率（TPR）对假阳性率（FPR）的曲线。AUC就是这条曲线下的面积，它衡量的是“模型排错的能力”，也就是越往右上角越好。

在不平衡数据里，比如正样本只有10%、负样本90%，准确率会受少数类影响——因为多数类占了大头，你就算全猜成负类也能达到70%准确率。但AUC不依赖这个比例，它只看“排序是否靠谱”，所以能更客观地反映模型对两类的区分度。

局限性：一是它假设特征独立同分布，实际业务里可能有相关性；二是它只关心排序，不关心阈值选择，不同阈值下AUC可能不一样；三是它对异常值敏感，如果某个样本预测概率特别高或低，会影响曲线形状。",1.375,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_031,算法工程师,数据结构与算法,树与图,中级,实操或任务题,self_instruct,给定一棵二叉树的根节点，请实现层序遍历（Level Order Traversal），要求按层输出节点值，并分析时间和空间复杂度。如果要求从底部向上按层输出（自底向上层序遍历），应如何修改？,"[{'role': 'user', 'content': '给定一棵二叉树的根节点，请实现层序遍历（Level Order Traversal），要求按层输出节点值，并分析时间和空间复杂度。如果要求从底部向上按层输出（自底向上层序遍历），应如何修改？'}]",sft_reference,,16.75,层序遍历本质上是广度优先搜索，可以使用一个队列，先把根节点放进去。每一轮先记录当前队列中有多少节点，这些节点属于同一层，依次取出后把它们的左右子节点加入队列，同时保存当前层结果。每个节点只会处理一次，所以时间复杂度是线性级别，空间主要取决于最宽的一层。如果要求从底部向上输出，可以先正常得到每一层结果，最后把层的顺序反转。,0.7,13.875,"层序遍历的核心思路是：每层都用队列维护，先进后出，同时记录当前队列中的元素个数，这个个数就是该层的节点数量。具体做法是，先把根节点入队，然后不断弹出节点，把它的子节点也入队，并且标记当前节点所在层数。

水平方向上，每一层的节点都是从左往右入队的，所以最终得到的序列就是按照层序排列好的。时间复杂度O(N)，因为每个节点只会被访问一次；空间复杂度O(W)，W是树的宽度，最坏情况下是O(N)。

如果是自底向上层序遍历，就是在弹出节点的时候，将它们加入结果数组时，先插入到对应层数的位置，再处理下一层。本质上就是换一个顺序输出，但算法逻辑完全一样。",2.875,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_032,算法工程师,深度学习,训练技巧,高级,业务场景或案例题,self_instruct,训练一个大型深度神经网络时（如百亿参数规模的LLM），训练损失出现震荡不收敛。请系统分析可能的原因以及对应的排查和解决策略，涵盖数据、模型、优化器和分布式训练四个方面。,"[{'role': 'user', 'content': '训练一个大型深度神经网络时（如百亿参数规模的LLM），训练损失出现震荡不收敛。请系统分析可能的原因以及对应的排查和解决策略，涵盖数据、模型、优化器和分布式训练四个方面。'}]",sft_reference,,21.375,我会从数据、模型、优化器和分布式训练四个方向排查。数据侧检查脏数据、重复样本、异常长度、标签问题和不同数据源比例；模型侧检查初始化、归一化、注意力掩码、梯度大小和数值溢出；优化器侧检查学习率是否过高、预热是否不足、权重衰减、梯度裁剪和混合精度设置；分布式侧检查数据分片是否重复或遗漏、梯度同步是否正常、通信是否异常以及断点恢复是否一致。实际中我会先定位第一个异常批次，再降低学习率、开启梯度裁剪并切换全精度复现。,0.9,17.25,"首先先看数据端：如果数据里噪声占比非常高，或者标签质量有偏差，模型会频繁陷入局部极小值；如果存在长尾分布或不平衡问题，模型可能会对少数类别过度拟合，导致训练不稳定。这时候可以检查数据预处理是否正常，比如缺失率、异常值处理、分类分布是否均匀等。

然后是模型端不稳定性：大模型层数深且权重初始化不当，梯度噪声较大，在噪声敏感区域容易产生方向冲突；另外混合精度使用非损减方案，数值误差会逐渐累积并触发BP失效，导致模型在反向传播时表现异常。

接着看优化器设置：初始学习率太低会导致收敛太慢，而过大又容易早停或振荡；权重衰减设得太小会使模型无法在早期阶段快速收敛，太大则会在后期带来过大的更新步长。此外动量超参数设置不合理，也会影响模型在复杂区域的稳定探索。

最后还有分布式训练的问题：梯度同步时不同机架间通信延迟较大，会导致训练进度停滞，甚至报错；DP参数配置不当，如batch_size偏小，也会引入额外噪声，影响模型收敛。

本质上就是数据、模型、优化和分布式四个环节都有各自的风险点，需要逐一排除才能定位到具体原因。",4.125,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
ALG_033,算法工程师,自然语言处理,文本生成,中级,基础概念,self_instruct,请对比在文本生成任务中Greedy Search、Beam Search、Top-K Sampling和Top-P（Nucleus）Sampling四种解码策略的异同，分析各自的优势和劣势，以及在什么场景下应该选择哪种策略。,"[{'role': 'user', 'content': '请对比在文本生成任务中Greedy Search、Beam Search、Top-K Sampling和Top-P（Nucleus）Sampling四种解码策略的异同，分析各自的优势和劣势，以及在什么场景下应该选择哪种策略。'}]",sft_reference,,21.0,Greedy Search每一步都选择概率最高的词，速度最快、结果稳定，但容易陷入局部最优，生成内容也比较单调，适合分类式输出、固定格式回答等确定性任务；Beam Search会同时保留多个候选序列，整体质量通常比贪心更好，适合翻译、摘要等答案相对明确的任务，但计算成本高，也容易产生重复和缺乏多样性；Top-K只从概率最高的固定K个词中采样，能增加随机性，但K不容易统一设置；Top-P则动态选择累计概率达到阈值的一组词，简单位置候选少、开放位置候选多，通常更自然，适合对话、故事和创意生成。实际生成中，Top-P配合温度参数使用得比较多。,1.1,15.75,"Greedy search就是一次过扫一遍词表，只取当前最高概率的序列；Beam search是保留一定数量的候选序列，在每个step上根据之前已经排好序的序列继续递推，一般用于输出长度固定或者需要确保信息完整的情况；Top-k sampling是从序列词表里随机挑几个分数最高的词，按均匀权重或有偏概率做抽样；Top-p isentropy sampling是用目标p值去截断一个累计概率分布——当这个总和超过p时停止抽样并选定最后一个选段。
Greedy最稳也最快，但容易单调或停滞，而且容易陷入局部最优；beam会保证生成不漏重要信息，但空间占用也高，更适合多轮交互和意图判断。top-k采样是平衡可控与多样性的常用方法，top-p是在模型没太差的时候优先尝试不同风格，但在注意力严重不平衡或者噪声大的时候可能会产生不良行为。
我在做对话系统的实体提取任务时，如果样本比较少，我倾向于top-k加mask规则来控制错误；在生成式文本任务上，除非明确要求输出严格逻辑，否则我会默认top-p+no-repetition_penalty_safety作为默认配置。本质上，这四个策略就是在“生成速度、完整性、多样性、安全性”之间找平衡点，没有绝对好坏之分。",5.25,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
